"admin_area_1","admin_area_2","admin_area_3"
"Afghanistan","Sar-e-Pul","Gosfandee"
"Afghanistan","Sar-e-Pul","Kohestanat"
"Afghanistan","Sar-e-Pul","Saancharak"
"Afghanistan","Sar-e-Pul","Sar-e-Pul"
"Afghanistan","Sar-e-Pul","Sayyad"
"Afghanistan","Sar-e-Pul","Sozma Qala"
"Afghanistan","Takhar","Baharak (Takhar)"
"Afghanistan","Takhar","Bangi"
"Afghanistan","Takhar","Chaal"
"Afghanistan","Takhar","Chah Aab"
"Afghanistan","Takhar","Darqad"
"Afghanistan","Takhar","Dasht-e-Qala"
"Afghanistan","Takhar","Eshkamesh"
"Afghanistan","Takhar","Farkhar"
"Afghanistan","Takhar","Hazar Samooj"
"Afghanistan","Takhar","Kalafgaan"
"Afghanistan","Takhar","Khowaja Bahawuddin"
"Afghanistan","Takhar","Khowaja Ghaar"
"Afghanistan","Takhar","Namak Aab"
"Afghanistan","Takhar","Rustaaq"
"Afghanistan","Takhar","Taloqan"
"Afghanistan","Takhar","Warsaj"
"Afghanistan","Takhar","Yangi Qala"
"Afghanistan","Urozgan","Chahar Chino"
"Afghanistan","Urozgan","Chenartoo *"
"Afghanistan","Urozgan","Chorah"
"Afghanistan","Urozgan","Deh Rawood"
"Afghanistan","Urozgan","Geezab (Urozgan)"
"Afghanistan","Urozgan","Khaas Uruzgan"
"Afghanistan","Urozgan","TereenKot"
"Afghanistan","Wardak","Chak-e-Wardak"
"Afghanistan","Wardak","DayMeerdaad"
"Afghanistan","Wardak","His-e-Awal-e-Behsood"
"Afghanistan","Wardak","Jaghtoo"
"Afghanistan","Wardak","Jalrez"
"Afghanistan","Wardak","Maidan Shahr"
"Afghanistan","Wardak","Markaz-e-Behsood"
"Afghanistan","Wardak","Nerkh"
"Afghanistan","Wardak","Said Abad"
"Afghanistan","Zabul","Arghandab (Zabul)"
"Afghanistan","Zabul","Atghar"
"Afghanistan","Zabul","Day Chopan"
"Afghanistan","Zabul","Kakar (Khak-e-Afghan)"
"Afghanistan","Zabul","Meezan"
"Afghanistan","Zabul","Naw Bahaar"
"Afghanistan","Zabul","Qalat"
"Afghanistan","Zabul","Shah Joy"
"Afghanistan","Zabul","Shamulzayi"
"Afghanistan","Zabul","Sheenkay"
"Afghanistan","Zabul","Tarank-o-Jaldak"
